symbol,name
BHARTIARTL,BHARTI AIRTEL LTD
BHARTIHEXA,BHARTI HEXACOM LTD
IDEA,VODAFONE IDEA LTD
TATACOMM,TATA COMMUNICATIONS LTD
ITI,ITI LIMITED
TTML,TATA TELESERV(MAHARASTRA)
RAILTEL,RAILTEL CORP OF IND LTD
ROUTE,ROUTE MOBILE LTD
MTNL,MAHANAGAR TELEPHONE NIGAM
DISHTV,DISH TV INDIA LTD.
GTPL,GTPL HATHWAY LTD
ONMOBILE,ONMOBILE GLOBAL LTD.
RCOM,RELIANCE COMMUNICATIONS L
UNIINFO,UNIINFO TELECOM SERVI LTD
